2,2,37.437471
2,4,49.950990
2,8,69.821999
2,16,106.214449
2,32,141.735339
2,64,164.818143
4,2,50.445046
4,4,68.183443
4,8,95.366903
4,16,136.380173
4,32,182.586987
4,64,163.534605
8,2,73.207688
8,4,106.967605
8,8,150.465088
8,16,201.140833
8,32,236.717903
8,64,154.522805
16,2,125.363905
16,4,169.092057
16,8,208.406608
16,16,224.135415
16,32,238.494194
16,64,163.792002
32,2,128.327244
32,4,169.209343
32,8,206.255009
32,16,224.306930
32,32,237.282074
32,64,163.409745
64,2,127.202449
64,4,167.474171
64,8,208.252448
64,16,224.175448
64,32,237.100047
64,64,162.673923
2,2,37.966193
4,2,50.115719
8,2,72.742753
16,2,122.641122
32,2,122.620460
64,2,122.654652
2,4,49.738353
4,4,68.154700
8,4,106.741982
16,4,165.593886
32,4,165.317725
64,4,165.133758
2,8,69.390656
4,8,95.028677
8,8,149.910668
16,8,204.633445
32,8,205.059496
64,8,204.706114
2,16,103.299768
4,16,132.564069
8,16,203.176731
16,16,221.135567
32,16,221.030248
64,16,221.141581
2,32,140.731437
4,32,177.894833
8,32,230.998904
16,32,232.229478
32,32,232.529309
64,32,232.741599
2,64,154.519315
4,64,154.027447
8,64,154.789864
16,64,159.680166
32,64,160.070903
64,64,160.255432
2,2,34.770943
4,2,48.228261
8,2,72.785461
16,2,137.929337
32,2,143.229449
64,2,144.435879
2,4,47.100067
4,4,67.809304
8,4,108.676285
16,4,195.183880
32,4,200.871950
64,4,200.669707
2,8,67.081607
4,8,102.181216
8,8,174.493263
16,8,307.105928
32,8,313.249889
64,8,313.242624
2,16,109.075815
4,16,171.202117
8,16,312.975205
16,16,473.957113
32,16,475.266382
64,16,475.372032
2,32,183.405680
4,32,252.958581
8,32,371.266918
16,32,500.596483
32,32,503.147045
2,2,29.219108
4,2,47.124534
8,2,82.389393
16,2,171.507399
32,2,294.750535
64,2,533.536687
2,4,40.574033
4,4,68.343671
8,4,124.743243
16,4,259.572921
2,2,55.733768
4,2,78.224243
8,2,123.582811
16,2,245.390010
32,2,415.974169
